dataset,file,num_rows_used,mle_time_sec,surrogate_time_sec
n200,615_200_4.csv,200,0.6287040710449219,0.0039350986480712
n200,761_200_4.csv,200,0.4971098899841308,0.0028078556060791
n200,141_200_4.csv,200,1.7024831771850586,0.0024890899658203
n200,106_200_4.csv,200,0.611973762512207,0.0047419071197509
n200,676_200_4.csv,200,0.5647158622741699,0.0050432682037353
n200,13_200_4.csv,200,0.9831602573394777,0.0029528141021728
n200,499_200_4.csv,200,0.9588239192962646,0.0032439231872558
n200,626_200_4.csv,200,0.9847559928894044,0.0034210681915283
n200,853_200_4.csv,200,0.5157380104064941,0.0065338611602783
n200,862_200_4.csv,200,0.476564884185791,0.0019090175628662
n200,384_200_4.csv,200,0.8675928115844727,0.0017290115356445
n200,233_200_4.csv,200,0.5533549785614014,0.0018239021301269
n200,909_200_4.csv,200,1.0307211875915527,0.0019788742065429
n200,814_200_4.csv,200,0.7654209136962891,0.0032060146331787
n200,955_200_4.csv,200,0.4894118309020996,0.0046219825744628
n200,574_200_4.csv,200,0.906414031982422,0.0038449764251708
n200,1129_200_4.csv,200,0.711298942565918,0.0034499168395996
n200,1097_200_4.csv,200,1.129917860031128,0.0025570392608642
n200,346_200_4.csv,200,0.459928035736084,0.0028061866760253
n200,329_200_4.csv,200,0.7464590072631836,0.0024828910827636
n200,900_200_4.csv,200,0.8844120502471924,0.0065569877624511
n200,451_200_4.csv,200,0.6805520057678223,0.0069141387939453
n200,190_200_4.csv,200,1.1469221115112305,0.0037670135498046
n200,442_200_4.csv,200,0.5991837978363037,0.0045990943908691
n200,577_200_4.csv,200,0.7896208763122559,0.0098638534545898
n200,950_200_4.csv,200,0.8701410293579102,0.0048577785491943
n200,1240_200_4.csv,200,0.9610843658447266,0.0016970634460449
n200,258_200_4.csv,200,0.7385640144348145,0.0035820007324218
n200,483_200_4.csv,200,0.8749346733093262,0.0051002502441406
n200,1178_200_4.csv,200,2.620912790298462,0.0045759677886962
n200,670_200_4.csv,200,0.8054087162017822,0.0026423931121826
n200,379_200_4.csv,200,0.85260009765625,0.0046091079711914
n200,905_200_4.csv,200,0.5283820629119873,0.0021681785583496
n200,10_200_4.csv,200,0.6765761375427246,0.001807689666748
n200,598_200_4.csv,200,0.870776891708374,0.0034029483795166
n200,9_200_4.csv,200,0.600700855255127,0.0019469261169433
n200,435_200_4.csv,200,0.5749697685241699,0.0066380500793457
n200,135_200_4.csv,200,0.5128989219665527,0.0054740905761718
n200,956_200_4.csv,200,0.4660511016845703,0.0073640346527099
n200,1016_200_4.csv,200,0.5249700546264648,0.0043320655822753
n200,767_200_4.csv,200,0.579857349395752,0.0040700435638427
n200,508_200_4.csv,200,0.5400581359863281,0.0031638145446777
n200,443_200_4.csv,200,0.4413859844207763,0.0024671554565429
n200,784_200_4.csv,200,0.7199070453643799,0.003849983215332
n200,1238_200_4.csv,200,0.4665899276733398,0.0039980411529541
n200,906_200_4.csv,200,0.6606569290161133,0.0025780200958251
